id,is_dangerous
547423899,False
5056592938,False
1872877908,False
695576147,False
1916282221,False
1454623227,False
1759341370,False
2089126743,False
6152025077,False
6084287850,False
626171947,False
5721432290,False
1018443736,False
5630693744,False
5524811492,False
5159371451,False
5577963691,False
1618561931,False
1535070385,False
5905895132,False
6047926137,False
6139187291,False
2061767263,False
6227825322,False
5174495351,False
6165478408,False
5858491024,False
5522999778,False
6039158448,False
6112835180,False
5556301473,False
5924124225,False
967772410,False
5625720286,False
5911525328,False
5924387549,False
1300271360,False
5458057251,False
6224898553,False
6220836479,False
6128365048,False
6001237641,False
5992648127,False
5868692659,False
6293940004,False
6236293880,False
5994080477,False
5933983311,False
5156072642,False
5882562479,False
5248789345,False
5586215972,False
6165151257,False
5893111274,False
1602941541,False
6006318242,False
5842295680,False
6234755258,False
5178479759,False
5189403486,False
1694315594,False
2006621355,False
6003767524,False
6033317123,False
6226945190,False
5998581039,False
6130608714,False
410027851,False
1131945759,False
5882635764,False
5881155248,False
5951515918,False
6246831506,False
5197597920,False
5644566321,False
5408162957,False
6080849843,False
2038163307,False
1387780772,False
5499990894,False
1000606291,False
644096455,False
5820323865,False
1351823490,False
5623269889,False
6090457621,False
5570604685,False
5058753252,False
928889314,False
5925485556,False
5999464399,False
5315355444,False
6159723843,False
2124556721,False
5970505235,False
5939397983,False
5237128268,False
1819243172,False
5829085090,False
2073236192,False
5633940544,False
1305306774,False
2048672407,False
5938908840,False
6208709093,False
634355868,False
5039300993,False
1915997775,False
1191407068,False
5173695413,False
5948668719,False
5803257268,False
5968650212,False
5976986263,False
5920252385,False
5909354187,False
5968330358,False
5652282741,False
5601597233,False
1341448213,False
6020966279,False
5347094364,False
5244409792,False
5800145164,False
5908494175,False
5508722663,False
650409101,False
5565579571,False
5912546496,False
5957076711,False
5037608962,False
1895075192,False
1617227764,False
5678815748,False
5201476330,False
2005664376,False
5134717529,False
5663581984,False
883676927,False
1954203494,False
5765276173,False
777096518,False
6142102685,True
5672929820,True
6038935131,False
5408324208,False
1745847543,False
2133277920,False
5576218079,False
5757411572,False
5783373178,False
5790677921,False
5682276667,False
5164489045,False
1496077186,False
5677754804,False
952317470,False
6057600226,False
5385139823,False
6160504978,False
5676418321,False
548083820,False
5394663135,False
5542527638,False
6017639698,False
6069760347,False
5948290189,False
5546037673,False
5357499728,False
5812535836,False
5892453247,False
5712368614,False
5427779238,False
5904099539,False
5921624738,False
5883604849,False
1396395992,False
5943380537,False
5949488287,False
1993678811,False
5901032319,False
5160567812,False
5346516092,False
5388254107,False
5965772688,False
1290174918,False
366435174,False
498385785,False
891443406,False
500293098,False
5626703616,False
1219237435,False
1610694037,False
810487628,False
5816274465,False
1093155066,False
5979191999,False
5224078299,False
5079816544,False
5039402016,False
5934374808,False
5875892935,False
5942683187,False
5736159322,False
5858757223,False
5757352039,False
5899072212,False
1492850865,False
5027777859,False
5205225755,False
5403869800,False
5682474469,False
5674755150,False
5421962634,False
5824549485,False
1287899956,False
1790927498,False
1798841958,False
5369938153,False
5605005494,False
5643597935,False
5671422564,False
5648014401,False
5667276737,False
5802242335,False
5984366350,False
916945579,False
5549960536,False
1739661017,False
1249425469,False
2095228443,False
781522096,False
5298383502,False
5614597288,False
5673370203,False
5075457746,False
5818644709,False
1851530013,False
2139533366,False
1687743685,False
5785609271,False
5136426650,False
5529173417,False
1853444386,False
5098525494,False
897308027,False
5902019389,False
5855507277,False
1239336012,False
5967167375,False
5159838931,False
1025468799,False
5596050645,False
5767880434,False
1581509146,False
1428482002,False
5474973585,False
1442368614,False
5556434266,False
5818626434,False
5749388893,False
926853057,False
5169869774,False
1184514040,False
5186587702,False
5343598118,False
5897361497,False
1846087505,False
2144691132,False
5580184981,False
5886754045,False
5228743990,False
1770164181,False
5821181954,False
5952635588,False
5433507687,False
5746046141,False
5133320156,False
5132940429,False
5742363681,False
5904752643,False
1460201041,False
5389355824,False
5546204239,False
1930733528,False
5976657379,False
811594331,False
2111215460,False
5588752987,False
1018279296,False
2146501029,False
485340954,False
5303692136,False
5712238903,False
1200251375,False
5266954488,False
5251119005,False
1764596764,False
2023640867,False
5076423189,False
5707966278,False
1017343953,False
5729299261,False
5492953733,False
1430843128,False
5201944596,False
5330675244,False
5450214092,False
5360697206,False
2085237346,False
361986516,False
5114955448,False
5761557939,False
685599661,False
5583421367,False
5715157625,False
5295730233,False
5762101381,False
5734273630,False
5730547962,False
603698465,False
1025897493,False
5083508484,False
5458202966,False
5703929450,False
5264422732,False
5818999739,False
1837769822,False
5225408049,False
5012891574,False
5457226831,False
5624073984,False
5403956570,False
1920424494,False
5458627463,False
807559641,False
5321290151,False
5799758705,False
5570052089,False
5669336809,False
5120440676,False
799514874,False
5683928376,False
1147948135,False
5296302181,False
2124669829,False
5263056705,False
1920624984,False
5653733735,False
777711580,False
5066790032,False
1721423321,False
5551395711,False
5866711276,False
705425799,False
5830745733,False
5549815932,False
708272882,False
5274748711,False
2080863021,False
1703253434,False
5548545305,False
942706258,False
5639021359,False
5406297870,False
5740808105,False
5669475515,False
2049825949,False
5053662048,False
5671471295,False
5400226179,False
1189760515,False
1377334317,False
1203223910,False
2092628162,False
2098192327,False
5643236455,False
5189857822,False
5394317349,False
5319635054,False
5448069896,False
5627162311,False
5788182127,False
5776475238,False
5778759369,False
5655580774,False
5630034195,False
5607928175,False
5512501689,False
5434771003,False
5526389639,False
5413471715,False
5376655080,False
5600072979,False
1624620608,False
950074535,False
1864322818,False
5616509202,False
715178887,False
603220397,False
1993138819,False
5540083541,False
1706157996,False
5260168721,False
5363843621,False
5391953206,False
1710583166,False
5770884892,False
1847962543,False
1491368316,False
1067509668,False
5323094786,False
1416968508,False
5748653568,False
5527555635,False
5377872943,False
5108712090,False
5406759509,False
5519176882,False
5202457691,False
589918570,False
2086127006,False
1837076008,False
1954009391,False
5657761231,False
1359696125,False
5161112832,False
1158703221,False
5766061185,False
5291827612,False
1487337678,False
821402884,False
5743870774,False
5697049176,False
5080117550,False
5009671337,False
1161911424,False
1557082919,False
5511567355,False
5462025176,False
5779217682,False
5021229706,False
2089792458,False
1878266815,False
5590479318,False
5683615892,False
5454713680,False
5737033115,False
548210502,False
985663775,False
667424738,False
5473291890,False
5462321431,False
5697376713,False
5640091631,False
5633623750,False
1623801656,False
5260553208,False
5572561622,False
5792810892,False
5320466790,False
5705095561,False
5039266315,False
884840811,False
5688734772,False
5666881673,False
5541260613,False
5675424275,False
5656455656,False
1224694149,False
5708118749,False
2078938997,False
5672043773,False
5422664318,False
5761738729,False
5343896217,False
5241364510,False
1666713283,False
5524336718,False
5600569984,False
5529245401,False
5615391445,False
5560478627,False
1472647919,False
5359220831,False
5059677023,False
5099428469,False
5467639253,False
1403418329,False
5614172449,False
1472660245,False
5764542036,False
1959576661,False
5693886882,False
1451950964,False
5622479077,False
2123793075,False
1267553568,False
1073411208,False
5150396800,False
1998173597,False
5584381582,False
5786135661,False
5507746457,True
5777953598,False
5349421619,False
5288606881,False
5659115993,False
5575279653,False
5540906177,False
5789300384,False
1768818117,False
2070724179,False
1914813668,False
5411432963,False
5542278843,False
5401174004,False
5365772579,False
5211026903,False
5693660625,False
5465084348,False
5020228486,False
5375642617,False
5058234805,False
5458132254,False
5599781869,False
5683343018,False
5229934454,False
794973678,False
5450431892,False
5534781617,False
5196230313,False
5558994091,False
695442561,False
5493525757,False
5302752232,False
1712759019,False
5411540003,False
5608638768,False
1502644800,False
5744613844,False
747148834,False
5546382456,False
5587139358,False
1060708228,False
5713320160,False
5666724811,False
5558516303,False
5793473002,False
5268770861,False
5411876719,False
1211083187,False
575652107,False
5598455460,False
5116251092,False
5203175927,False
5706060189,False
5221082155,False
852047658,False
816095498,False
5593983870,False
5759989580,False
5461981263,False
5629736086,False
1885255864,False
5412854010,False
5492334436,False
5351186389,False
623565777,False
5182448437,False
5048846734,False
1931792848,False
5625732636,False
5679903533,False
977106348,False
5459800475,False
1093187106,False
5635737202,False
5341948920,False
1450946169,False
5551795314,False
827768177,False
5397233837,False
1688547161,False
5423954035,False
5350152353,False
5422673914,False
1480444365,False
5548734434,False
5502779118,False
5714158225,False
5313878677,False
5413857095,False
1149235783,False
5468361595,False
5031111874,False
972395002,False
745285464,False
822379876,False
5662277485,False
5695103131,False
5681442372,False
5229924428,False
5520031044,False
1291945244,False
5154914444,False
5522064568,False
1416380167,False
1982171640,False
1892280701,False
5764598645,False
5129033804,False
1777775034,False
1949768523,False
1370525130,False
2057747811,False
618986190,False
5476407056,False
5095927600,False
5026640053,False
5617354415,False
5681990964,False
5716854387,False
5201263031,False
5253008304,False
707960710,False
835860575,False
5469252501,False
490934791,False
1556777138,False
5249793717,False
489133678,False
5526745137,False
1878580048,False
1299020201,False
5419071339,False
5531160824,False
5229445617,False
1299410034,False
5474965051,False
5313220554,False
1512164891,False
5223425554,False
5519816450,False
5177039681,False
5461050918,False
5401353272,False
5459173406,False
1736711727,False
1840700448,False
5353783298,False
5131374990,False
5350072514,False
5062834046,False
5066254313,False
5241040309,False
5079830588,False
5573884627,False
5413580947,False
5553806029,False
1202420025,False
5592205759,False
5491132937,False
5200513084,False
5325387226,False
5350362991,False
5301140248,False
1263060324,False
1419792281,False
5301687906,False
1475133744,False
1099858589,False
5101840269,False
5555543302,False
5529446571,False
5467246214,False
5167533855,False
5514267798,False
5536813931,False
5393207873,False
1119155251,False
5563356458,False
1992887476,True
5588909532,False
5184558055,False
1021431354,False
5470792044,False
867080944,False
5584350059,False
5499999534,False
1879425752,False
5533976320,False
1897036366,False
5447452543,False
1810615977,False
5334591065,False
5486448745,False
1534109169,False
5116316380,False
2120941742,False
5045954478,False
612960613,False
5319134705,False
5577155754,False
5407715552,False
1536335496,False
1878493995,False
2046845929,False
1933473568,False
5596548866,False
5305724502,False
5470413291,False
5577158093,False
5041052270,False
1719111363,False
5350054141,False
1963352085,False
1322217818,False
5486712880,False
1476934574,False
5272636716,False
5565689012,False
1665789489,False
2125937959,False
1466443985,False
624882160,False
5186993168,False
5032336153,False
5034598369,False
5081647012,False
1636392223,False
5440715035,False
5354410165,False
5138667940,False
5534949061,False
1158287138,False
795962049,False
5116818342,False
1100945733,False
1052711310,False
756084903,False
1072251389,False
5460323120,False
5584246680,False
1157186300,False
5194330932,False
417391660,False
487338370,False
5161743193,False
5205708690,False
5595797105,False
1015673192,False
649539653,False
1706390906,False
1030330437,False
1239396051,False
5520307258,False
1129402745,False
5486152692,False
1766805594,False
5300754094,False
1418171164,False
1637106503,False
1795545026,False
1042293219,False
5579127105,False
5305010091,False
2146912657,False
591347632,False
5243303838,False
5570411143,False
1241019134,False
5392886355,False
1824482752,False
5595827403,False
1337918766,False
5439644521,False
1774326132,False
5161603140,False
2144488193,False
5447870511,False
863103487,False
5229755335,False
5535658793,False
1308171302,False
5414827690,False
5553488454,False
1897105872,False
5022355957,False
5230315920,False
1890164474,False
1783704469,False
5389102855,False
5479645675,False
5312456476,False
5515956773,False
5351517992,False
1646269970,False
5419623486,False
1107115714,False
5208199479,False
1354977619,False
5515995651,False
1847726168,False
1832134212,False
5495450772,False
5430945115,False
5582006276,False
1208389743,False
5304394185,False
5048654094,False
1647363438,False
5566095358,False
1430579415,False
5494332754,False
5447809533,False
5039696361,False
5579619497,False
1053449816,False
1615630147,False
5485487810,False
5376952737,False
1640300590,False
1233081294,False
859015212,False
5303553019,False
5533541243,False
1709230068,False
1944064937,False
960598690,False
924361773,False
2030309955,False
1275601496,False
985236611,False
5076556184,False
5382709106,False
740635591,False
1247122892,False
5059817435,False
5182013884,False
1904943416,False
1847675485,False
1265117881,False
5376831866,False
5505911179,False
5433296660,False
5406035963,False
5260502668,False
1555717649,False
5355270343,False
5439147420,False
1891445745,False
5275620773,False
920431172,False
5202244140,False
5139894132,False
233397242,False
5218557414,False
5406255972,False
2105346212,False
5315223716,False
5368330309,False
1717827553,False
1182270246,True
5571206016,False
772928188,False
5210919646,False
5217404418,False
2116267115,False
1403457836,False
5486475262,False
5110520223,False
1749428018,False
5384549062,False
1053834234,False
5449630611,False
1723816936,False
1463496395,False
1825668522,False
5532281245,False
5206970640,False
5442890518,False
5550254666,False
